Rozmiar   Gestosc   Czas 
80   100   4.3086
80   100   4.64646
80   100   4.86277
80   100   2.95799
80   100   2.82252
80   100   2.94729
80   100   2.74266
80   100   2.81855
80   100   2.76518
80   100   2.93515
80   100   2.73619
80   100   2.73524
80   100   2.75154
80   100   2.73113
80   100   2.89115
80   100   2.81248
80   100   5.41034
80   100   4.27252
80   100   3.52137
80   100   2.78639
80   100   2.81772
80   100   2.86171
80   100   2.79106
80   100   2.80279
80   100   2.97857
80   100   2.836
80   100   2.82493
80   100   2.78666
80   100   2.80158
80   100   2.81006
80   100   2.85453
80   100   2.82708
80   100   2.81691
80   100   2.80237
80   100   3.12468
80   100   3.12947
80   100   2.80585
80   100   2.81213
80   100   2.78471
80   100   2.76419
80   100   2.78199
80   100   2.90668
80   100   2.78734
80   100   2.81681
80   100   2.77044
80   100   2.78975
80   100   2.77637
80   100   3.03281
80   100   2.82088
80   100   2.91313
80   100   2.77234
100   25   8.18272
100   25   8.14581
100   25   8.21631
100   25   8.32103
100   25   8.50281
100   25   8.08727
100   25   8.77294
100   25   8.12017
100   25   8.00109
100   25   7.96189
100   25   8.00145
100   25   9.0237
100   25   8.10278
100   25   7.91456
100   25   8.07064
100   25   8.18185
100   25   7.91258
100   25   8.15192
100   25   7.96878
100   25   8.15949
100   25   7.95964
100   25   8.47649
100   25   9.05812
100   25   8.16662
100   25   7.98955
100   25   8.03538
100   25   7.97987
100   25   8.09146
100   25   7.93649
100   25   8.10742
100   25   7.92587
100   25   8.65064
100   25   7.90717
100   25   8.03619
100   25   7.94135
100   25   7.92019
100   25   8.06395
100   25   8.08867
100   25   8.57812
100   25   8.19849
100   25   7.93975
100   25   8.02472
100   25   8.5143
100   25   7.98038
100   25   7.92417
100   25   7.94547
100   25   7.88886
100   25   8.38366
100   25   8.05623
100   25   8.1122
100   25   8.1024
100   25   8.01517
100   25   7.90333
100   25   7.94367
100   25   8.08111
100   25   8.00216
100   25   7.8371
100   25   8.0085
100   25   8.07898
100   25   8.21087
100   25   7.85412
100   25   8.04338
100   25   8.09493
100   25   8.17867
100   25   8.33993
100   25   8.35268
100   25   8.00339
100   25   8.15878
100   25   7.91481
100   25   8.56541
100   25   8.00922
100   25   8.2708
100   25   8.30252
100   25   8.18494
100   25   8.21689
100   25   8.37972
100   25   8.05447
100   25   8.0005
100   25   8.1672
100   25   8.17523
100   25   8.54963
100   25   15.924
100   25   26.8122
100   25   13.9963
100   25   11.7901
100   25   10.0597
100   25   8.49232
100   25   8.08726
100   25   10.1762
100   25   9.13796
100   25   7.99913
100   25   8.18446
100   25   8.03759
100   25   8.50341
100   25   8.15681
100   25   8.39609
100   25   8.17186
100   25   10.6998
100   25   8.42986
100   25   8.23228
100   50   10.4344
100   50   10.3258
100   50   10.7725
100   50   10.8359
100   50   10.7482
100   50   10.4093
100   50   10.501
100   50   10.3719
100   50   10.4406
100   50   20.0865
100   50   10.4031
100   50   10.1646
100   50   10.4816
100   50   10.3014
100   50   10.4752
100   50   10.7863
100   50   10.8227
100   50   10.7359
100   50   11.2642
100   50   10.6294
100   50   10.5742
100   50   10.6731
100   50   10.5281
100   50   10.5798
100   50   10.7515
100   50   10.613
100   50   10.4361
100   50   10.823
100   50   10.4794
100   50   10.6634
100   50   10.6867
100   50   10.5625
100   50   10.9741
100   50   11.1197
100   50   10.8604
100   50   13.0756
100   50   13.9544
100   50   12.7023
100   50   12.8451
100   50   12.7636
100   50   14.0187
100   50   13.9801
100   50   13.9086
100   50   13.3463
100   50   12.6465
100   50   12.4025
100   50   12.3779
100   50   12.6334
100   50   20.9942
100   50   23.1464
100   50   12.4801
100   50   13.0834
100   50   13.2467
100   50   11.4521
100   50   11.0901
100   50   11.2713
100   50   10.7738
100   50   12.0414
100   50   11.6904
100   50   12.0584
100   50   11.8829
100   50   11.8355
100   50   12.3762
100   50   12.3322
100   50   12.4103
100   50   12.2463
100   50   12.9981
100   50   12.349
100   50   12.1092
100   50   11.7592
100   50   11.8661
100   50   12.2807
100   50   12.2143
100   50   12.4128
100   50   13.4384
100   50   13.0141
100   50   11.9118
100   50   15.3535
100   50   11.5914
100   50   11.7068
100   50   11.4927
100   50   12.3911
100   50   12.0169
100   50   11.7894
100   50   10.567
100   50   10.7407
100   50   10.4056
100   50   11.2801
100   50   11.7028
100   50   10.4055
100   50   10.5231
100   50   10.7716
100   50   10.3733
100   50   10.607
100   50   10.5835
100   50   10.4661
100   50   10.4615
100   50   15.6483
100   50   10.7301
100   50   10.9237
100   75   8.89011
100   75   8.80681
100   75   8.81651
100   75   8.7843
100   75   16.3091
100   75   10.2576
100   75   8.7069
100   75   9.29377
100   75   9.34919
100   75   9.00885
100   75   9.15118
100   75   8.48475
100   75   9.15529
100   75   8.40461
100   75   8.27038
100   75   11.4534
100   75   8.74357
100   75   9.62245
100   75   8.47775
100   75   9.15634
100   75   8.39032
100   75   8.42645
100   75   9.12737
100   75   8.86533
100   75   9.21778
100   75   8.41232
100   75   8.59908
100   75   8.46213
100   75   8.46735
100   75   8.52638
100   75   8.27743
100   75   8.33442
100   75   8.87149
100   75   8.71393
100   75   8.23374
100   75   8.448
100   75   8.94798
100   75   8.36003
100   75   8.74785
100   75   8.51191
100   75   8.57285
100   75   8.44297
100   75   9.33426
100   75   9.06206
100   75   9.51697
100   75   9.283
100   75   10.4915
100   75   9.49357
100   75   9.53378
100   75   9.18481
100   75   9.67497
100   75   9.56318
100   75   9.565
100   75   10.2851
100   75   9.86689
100   75   9.30091
100   75   8.91532
100   75   8.80146
100   75   8.40175
100   75   9.02718
100   75   8.51129
100   75   8.43355
100   75   8.34319
100   75   8.53733
100   75   8.96727
100   75   8.88489
100   75   8.43957
100   75   8.43627
100   75   8.39175
100   75   8.26586
100   75   12.8114
100   75   8.58569
100   75   8.33114
100   75   11.6058
100   75   8.36328
100   75   8.43138
100   75   8.77942
100   75   8.42006
100   75   8.27666
100   75   8.34272
100   75   8.64476
100   75   8.61504
100   75   8.57434
100   75   8.2368
100   75   8.4368
100   75   8.15764
100   75   8.31158
100   75   9.68728
100   75   9.12736
100   75   9.53158
100   75   9.42984
100   75   9.29167
100   75   9.13843
100   75   8.58071
100   75   9.21522
100   75   8.57322
100   75   8.52652
100   75   8.64625
100   75   9.17691
100   75   8.53898
100   100   5.38454
100   100   5.57275
100   100   5.41545
100   100   5.3979
100   100   5.42322
100   100   5.38392
100   100   5.57925
100   100   5.39317
100   100   5.45603
100   100   5.88844
100   100   5.88818
100   100   5.4206
100   100   5.56954
100   100   5.42245
100   100   5.3078
100   100   5.56726
100   100   5.39893
100   100   5.51772
100   100   5.37348
100   100   8.74856
100   100   5.74151
100   100   5.48732
100   100   5.68848
100   100   5.65873
100   100   5.33246
100   100   5.40563
100   100   5.4588
100   100   5.40415
100   100   5.73267
100   100   5.3788
100   100   5.3762
100   100   5.41062
100   100   5.47941
100   100   5.36936
100   100   10.8059
100   100   6.97751
100   100   5.33727
100   100   6.31818
100   100   5.34642
100   100   5.32803
100   100   6.16834
100   100   5.40349
100   100   5.23691
100   100   5.28175
100   100   13.8174
100   100   12.7846
100   100   6.33428
100   100   5.38767
100   100   5.3189
100   100   5.32208
100   100   5.24154
100   100   5.39537
100   100   5.30863
100   100   5.48858
100   100   5.51009
100   100   5.24918
100   100   5.42899
100   100   5.47544
100   100   5.34523
100   100   5.20058
100   100   5.21985
100   100   5.30462
100   100   5.29668
100   100   5.1833
100   100   5.32913
100   100   5.30944
100   100   5.27032
100   100   5.22928
100   100   5.39491
100   100   5.34251
100   100   5.92282
100   100   5.28747
100   100   5.80526
100   100   5.33192
100   100   5.48347
100   100   5.30347
100   100   5.24471
100   100   5.43599
100   100   5.26212
100   100   5.3238
100   100   5.25944
100   100   5.30917
100   100   5.41195
100   100   5.55864
100   100   5.38071
100   100   5.2514
100   100   5.44752
100   100   5.87371
100   100   5.87161
100   100   5.30208
100   100   5.32525
100   100   5.26274
100   100   5.36202
100   100   5.30084
100   100   5.32511
100   100   5.34317
100   100   5.89033
100   100   8.05841
100   100   5.24255
100   100   5.48235
